Date,Time Range,Latitude,Longitude,Incident Type
12/26/2009,10:00AM - 11:00AM,42.087,-72.586,MG
12/26/2009,4:00PM-5:00PM,42.104,-72.572,SG
12/26/2009,8:00PM -9:00PM,42.101,-72.569,SG
12/26/2009,8:00PM -9:00PM,42.106,-72.577,SG
12/27/2009,2:00AM -3:00AM,42.089,-72.557,SG
12/27/2009,6:00AM - 7:00AM,42.107,-72.558,MG
12/27/2009,1:00PM -2:00PM,42.111,-72.565,SG
12/27/2009,6:00PM -7:00PM,42.099,-72.573,SG
12/27/2009,10:00PM - 11:00PM,42.099,-72.596,SG
12/27/2009,10:00PM - 11:00PM,42.098,-72.572,SG
12/27/2009,11:00PM - 12:00AM,42.099,-72.573,MG
12/27/2009,12:00AM - 1:00AM,42.099,-72.573,MG
12/27/2009,12:00AM - 1:00AM,42.098,-72.57,MG
12/28/2009,12:00AM - 1:00AM,42.097,-72.566,SG
12/28/2009,3:00AM -4:00AM,42.105,-72.567,SG
12/28/2009,3:00AM -4:00AM,42.098,-72.573,SG
12/28/2009,12:00PM - 1:00PM,42.088,-72.58,MG
12/28/2009,12:00PM - 1:00PM,42.098,-72.588,MG
12/28/2009,10:00PM - 11:00PM,42.092,-72.575,SG
12/28/2009,11:00PM - 12:00AM,42.099,-72.573,MG
12/28/2009,11:00PM - 12:00AM,42.098,-72.571,MG
12/28/2009,11:00PM - 12:00AM,42.099,-72.571,MG
12/30/2009,2:00AM -3:00AM,42.096,-72.582,SG
12/30/2009,1:00PM-2:00PM,42.099,-72.572,MG
12/30/2009,6:00PM -7:00PM,42.099,-72.573,SG
12/30/2009,7:00PM -8:00PM,42.118,-72.56,MG
12/30/2009,8:00PM -9:00PM,42.099,-72.573,SG
12/30/2009,10:00PM - 11:00PM,42.097,-72.583,MG
12/31/2009,2:00AM -3:00AM,42.097,-72.565,SG
12/31/2009,5:00AM - 6:00AM,42.11,-72.573,SG
12/31/2009,10:00PM - 11:00PM,42.116,-72.555,SG
12/31/2009,10:00PM - 11:00PM,42.092,-72.552,MG
12/31/2009,10:00PM - 11:00PM,42.119,-72.559,MG
12/31/2009,10:00PM - 11:00PM,42.092,-72.553,MG
12/31/2009,11:00PM - 12:00AM,42.117,-72.557,MG
12/31/2009,12:00AM - 1:00AM,42.096,-72.58,MG
12/31/2009,12:00AM - 1:00AM,42.092,-72.569,SG
1/1/2010,12:00AM - 1:00AM,42.104,-72.579,PG
1/1/2010,12:00AM - 1:00AM,42.09,-72.558,PG
1/1/2010,12:00AM - 1:00AM,42.103,-72.562,MG
1/1/2010,12:00AM - 1:00AM,42.111,-72.572,SG
1/1/2010,1:00AM - 2:00AM,42.101,-72.573,SG
1/1/2010,1:00AM - 2:00AM,42.108,-72.557,MG
1/1/2010,1:00AM - 2:00AM,42.092,-72.572,SG
1/1/2010,2:00AM -3:00AM,42.11,-72.557,PG
1/1/2010,2:00AM - 3:00AM,42.11,-72.557,PG
1/1/2010,3:00AM -4:00AM,42.096,-72.58,SG
1/1/2010,5:00AM - 6:00AM,42.096,-72.57,PG
1/1/2010,4:00PM-5:00PM,42.091,-72.559,PG
1/1/2010,8:00PM-9:00PM,42.113,-72.551,PG
1/2/2010,5:00AM - 6:00AM,42.11,-72.557,PG
1/2/2010,7:00AM -8:00AM,42.083,-72.589,PG
1/2/2010,7:00AM - 8:00AM,42.083,-72.588,PG
1/2/2010,8:00AM - 9:00AM,42.086,-72.586,PG
1/2/2010,3:00PM -4:00PM,42.093,-72.574,PG
1/3/2010,6:00PM -7:00PM,42.09,-72.58,SG
1/3/2010,7:00PM -8:00PM,42.087,-72.564,SG
1/3/2010,8:00PM -9:00PM,42.09,-72.556,PG
1/3/2010,11:00PM - 12:00AM,42.11,-72.569,PG
1/4/2010,1:00AM - 2:00AM,42.102,-72.584,PG
1/4/2010,1:00AM - 2:00AM,42.098,-72.576,PG
1/4/2010,5:00PM-6:00PM,42.111,-72.567,PG
1/4/2010,6:00PM -7:00PM,42.114,-72.563,SG
1/4/2010,7:00PM - 8:00PM,42.097,-72.572,PG
1/4/2010,10:00PM - 11:00PM,42.095,-72.572,SG
1/4/2010,10:00PM - 11:00PM,42.092,-72.569,SG
1/4/2010,11:00PM - 12:00AM,42.091,-72.573,SG
1/5/2010,5:00AM - 6:00AM,42.098,-72.573,SG
1/5/2010,9:00AM - 10:00AM,42.102,-72.567,PG
1/5/2010,10:00AM - 11:00AM,42.092,-72.569,PG
1/5/2010,8:00PM -9:00PM,42.101,-72.568,PG
1/5/2010,10:00PM - 11:00PM,42.108,-72.572,PG
1/5/2010,12:00AM - 1:00AM,42.096,-72.56,MG
1/6/2010,3:00AM -4:00AM,42.11,-72.57,SG
1/6/2010,6:00PM -7:00PM,42.099,-72.589,PG
1/7/2010,11:00AM - 12:00PM,42.111,-72.567,PG
1/7/2010,7:00PM -8:00PM,42.115,-72.562,PG
1/8/2010,3:00PM -4:00PM,42.098,-72.573,SG
1/9/2010,2:00AM -3:00AM,42.106,-72.569,MG
1/9/2010,7:00AM - 8:00AM,42.094,-72.591,MG
1/9/2010,6:00PM -7:00PM,42.109,-72.562,PG
1/9/2010,7:00PM-8:00PM,42.107,-72.564,SG
1/9/2010,9:00PM - 10:00PM,42.108,-72.573,SG
1/10/2010,1:00AM - 2:00AM,42.109,-72.566,SG
1/10/2010,1:00AM - 2:00AM,42.117,-72.574,SG
1/10/2010,2:00AM -3:00AM,42.11,-72.561,SG
1/10/2010,3:00AM -4:00AM,42.113,-72.582,SG
1/11/2010,7:00PM -8:00PM,42.102,-72.563,MG
1/11/2010,7:00PM -8:00PM,42.102,-72.563,MG
1/11/2010,7:00PM -8:00PM,42.102,-72.563,PG
1/11/2010,10:00PM-11:00PM,42.098,-72.582,PG
1/12/2010,2:00AM -3:00AM,42.092,-72.582,PG
1/12/2010,3:00AM -4:00AM,42.109,-72.574,PG
1/12/2010,1:00PM - 2:00PM,42.093,-72.568,MG
1/12/2010,1:00PM -2:00PM,42.093,-72.569,MG
1/12/2010,11:00PM - 12:00AM,42.098,-72.588,PG
1/13/2010,1:00AM - 2:00AM,42.092,-72.569,MG
1/13/2010,9:00AM - 10:00AM,42.111,-72.567,SG
1/14/2010,12:00AM - 1:00AM,42.096,-72.563,PG
1/14/2010,12:00AM - 1:00AM,42.09,-72.556,PG
1/15/2010,11:00AM - 12:00PM,42.091,-72.562,SG
1/15/2010,3:00PM -4:00PM,42.102,-72.562,SG
1/15/2010,7:00PM -8:00PM,42.101,-72.579,PG
1/16/2010,1:00AM - 2:00AM,42.116,-72.573,PG
1/16/2010,3:00AM -4:00AM,42.099,-72.571,MG
1/16/2010,4:00AM - 5:00AM,42.093,-72.581,PG
1/16/2010,6:00PM -7:00PM,42.112,-72.583,PG
1/17/2010,1:00AM - 2:00AM,42.087,-72.577,SG
1/17/2010,5:00AM - 6:00AM,42.101,-72.567,SG
1/17/2010,5:00AM - 6:00AM,42.096,-72.578,SG
1/17/2010,5:00AM - 6:00AM,42.096,-72.578,MG
1/17/2010,11:00AM - 12:00PM,42.102,-72.567,PG
1/18/2010,12:00AM - 1:00AM,42.098,-72.569,MG
1/18/2010,12:00PM-1:00PM,42.095,-72.554,PG
1/18/2010,5:00PM -6:00PM,42.093,-72.581,PG
1/18/2010,9:00PM - 10:00PM,42.11,-72.574,PG
1/18/2010,10:00PM - 11:00PM,42.097,-72.574,PG
1/19/2010,2:00AM -3:00AM,42.091,-72.577,PG
1/19/2010,2:00AM -3:00AM,42.104,-72.559,PG
1/19/2010,5:00AM - 6:00AM,42.111,-72.57,SG
1/19/2010,5:00AM - 6:00AM,42.111,-72.571,SG
1/19/2010,1:00PM -2:00PM,42.1,-72.561,PG
1/19/2010,4:00PM -5:00PM,42.105,-72.566,PG
1/19/2010,5:00PM -6:00PM,42.089,-72.578,MG
1/20/2010,9:00PM - 10:00PM,42.1,-72.559,PG
1/21/2010,1:00AM - 2:00AM,42.105,-72.59,PG
1/21/2010,1:00AM - 2:00AM,42.101,-72.584,SG
1/21/2010,1:00AM - 2:00AM,42.104,-72.588,MG
1/21/2010,1:00AM - 2:00AM,42.099,-72.567,SG
1/21/2010,4:00AM - 5:00AM,42.11,-72.573,SG
1/21/2010,5:00PM -6:00PM,42.099,-72.573,PG
1/21/2010,9:00PM - 10:00PM,42.094,-72.556,PG
1/21/2010,9:00PM - 10:00PM,42.099,-72.573,PG
1/21/2010,11:00PM - 12:00AM,42.102,-72.564,PG
1/22/2010,1:00PM -2:00PM,42.099,-72.561,PG
1/22/2010,6:00PM -7:00PM,42.096,-72.58,PG
1/22/2010,8:00PM-9:00PM,42.099,-72.573,PG
1/23/2010,2:00AM -3:00AM,42.113,-72.565,SG
1/23/2010,5:00PM -6:00PM,42.099,-72.561,PG
1/23/2010,8:00PM -9:00PM,42.091,-72.555,PG
1/23/2010,11:00PM - 12:00AM,42.106,-72.563,SG
1/24/2010,1:00AM - 2:00AM,42.117,-72.587,PG
1/24/2010,3:00AM -4:00AM,42.111,-72.567,MG
1/25/2010,3:00AM -4:00AM,42.101,-72.586,PG
1/26/2010,5:00AM - 6:00AM,42.11,-72.572,SG
1/26/2010,6:00PM -7:00PM,42.099,-72.573,SG
1/27/2010,7:00PM -8:00PM,42.115,-72.561,SG
1/31/2010,3:00AM -4:00AM,42.099,-72.572,MG
1/31/2010,3:00AM - 4:00AM,42.099,-72.573,MG
2/1/2010,11:00PM - 12:00AM,42.104,-72.58,PG
2/2/2010,12:00AM - 1:00AM,42.083,-72.588,PG
2/2/2010,9:00PM - 10:00PM,42.1,-72.582,PG
2/3/2010,3:00PM -4:00PM,42.093,-72.569,PG
2/3/2010,3:00PM -4:00PM,42.093,-72.569,PG
2/4/2010,5:00AM - 6:00AM,42.09,-72.575,SG
2/5/2010,2:00AM -3:00AM,42.116,-72.567,PG
2/5/2010,4:00AM - 5:00AM,42.091,-72.564,SG
2/5/2010,9:00PM - 10:00PM,42.112,-72.566,SG
2/5/2010,11:00PM - 12:00AM,42.095,-72.582,SG
2/6/2010,1:00AM - 2:00AM,42.112,-72.575,PG
2/6/2010,3:00AM -4:00AM,42.093,-72.578,SG
2/6/2010,10:00PM - 11:00PM,42.102,-72.572,MG
2/7/2010,12:00AM - 1:00AM,42.115,-72.568,SG
2/7/2010,2:00AM -3:00AM,42.103,-72.583,PG
2/7/2010,6:00AM - 7:00AM,42.1,-72.573,PG
2/7/2010,7:00PM-8:00PM,42.1,-72.56,PG
2/8/2010,12:00AM - 1:00AM,42.09,-72.581,PG
2/8/2010,10:00PM - 11:00PM,42.099,-72.562,PG
2/8/2010,12:00AM - 1:00AM,42.098,-72.589,PG
2/9/2010,3:00AM - 4:00AM,42.099,-72.573,PG
2/9/2010,5:00AM - 6:00AM,42.107,-72.572,PG
2/10/2010,5:00AM - 6:00AM,42.108,-72.573,SG
2/11/2010,4:00AM - 5:00AM,42.09,-72.575,PG
2/11/2010,10:00AM - 11:00AM,42.111,-72.572,PG
2/11/2010,8:00PM -9:00PM,42.099,-72.573,PG
2/12/2010,12:00AM - 1:00AM,42.101,-72.579,MG
2/12/2010,2:00AM -3:00AM,42.111,-72.567,PG
2/12/2010,2:00AM -3:00AM,42.098,-72.567,SG
2/12/2010,2:00AM -3:00AM,42.098,-72.568,SG
2/12/2010,10:00PM - 11:00PM,42.112,-72.565,PG
2/13/2010,2:00AM -3:00AM,42.091,-72.567,SG
2/13/2010,3:00AM -4:00AM,42.111,-72.553,MG
2/13/2010,8:00PM -9:00PM,42.095,-72.578,PG
2/13/2010,9:00PM - 10:00PM,42.11,-72.565,MG
2/13/2010,9:00PM - 10:00PM,42.11,-72.565,PG
2/14/2010,2:00AM - 3:00AM,42.111,-72.576,PG
2/14/2010,2:00AM -3:00AM,42.1,-72.573,MG
2/14/2010,2:00AM -3:00AM,42.103,-72.566,MG
2/14/2010,2:00AM -3:00AM,42.089,-72.573,PG
2/14/2010,3:00AM - 4:00AM,42.091,-72.558,MG
2/15/2010,1:00AM - 2:00AM,42.108,-72.572,MG
2/15/2010,1:00AM - 2:00AM,42.114,-72.566,MG
2/15/2010,9:00PM - 10:00PM,42.084,-72.573,PG
2/15/2010,10:00PM - 11:00PM,42.099,-72.573,SG
2/17/2010,6:00PM -7:00PM,42.097,-72.567,PG
2/18/2010,3:00AM -4:00AM,42.11,-72.574,MG
2/18/2010,3:00AM -4:00AM,42.111,-72.567,MG
2/19/2010,2:00AM -3:00AM,42.1,-72.579,MG
2/19/2010,2:00AM -3:00AM,42.092,-72.572,SG
2/20/2010,1:00AM - 2:00AM,42.113,-72.571,SG
2/20/2010,2:00AM -3:00AM,42.1,-72.574,SG
2/20/2010,7:00PM -8:00PM,42.097,-72.58,PG
2/20/2010,11:00PM - 12:00AM,42.112,-72.572,PG
2/20/2010,11:00PM - 12:00AM,42.112,-72.572,PG
2/21/2010,2:00AM -3:00AM,42.098,-72.58,MG
2/21/2010,12:00PM - 1:00PM,42.116,-72.563,MG
2/21/2010,7:00PM -8:00PM,42.116,-72.563,PG
2/21/2010,7:00PM -8:00PM,42.116,-72.563,PG
2/21/2010,7:00PM -8:00PM,42.116,-72.563,PG
2/21/2010,7:00PM -8:00PM,42.116,-72.563,PG
2/21/2010,7:00PM -8:00PM,42.116,-72.563,PG
2/21/2010,7:00PM-8:00PM,42.116,-72.563,PG
2/21/2010,7:00PM -8:00PM,42.116,-72.563,PG
2/23/2010,9:00AM - 10:00AM,42.106,-72.569,PG
2/27/2010,2:00AM - 3:00AM,42.116,-72.561,MG
2/27/2010,10:00AM - 11:00AM,42.084,-72.553,PG
2/27/2010,7:00PM-8:00PM,42.095,-72.566,SG
2/27/2010,7:00PM -8:00PM,42.099,-72.573,PG
2/27/2010,10:00PM - 11:00PM,42.104,-72.572,MG
2/28/2010,1:00AM - 2:00AM,42.099,-72.554,SG
2/28/2010,2:00AM -3:00AM,42.102,-72.568,MG
2/28/2010,2:00AM - 3:00AM,42.102,-72.568,PG
2/28/2010,2:00AM - 3:00AM,42.102,-72.567,MG
2/28/2010,4:00AM -5:00AM,42.11,-72.552,MG
3/1/2010,4:00AM - 5:00AM,42.113,-72.569,SG
3/1/2010,9:00PM - 10:00PM,42.097,-72.581,PG
3/2/2010,1:00AM - 2:00AM,42.098,-72.566,PG
3/2/2010,9:00AM - 10:00AM,42.09,-72.563,PG
3/2/2010,7:00PM -8:00PM,42.096,-72.579,PG
3/3/2010,5:00AM - 6:00AM,42.109,-72.571,PG
3/3/2010,8:00PM -9:00PM,42.119,-72.559,MG
3/3/2010,11:00PM - 12:00AM,42.107,-72.565,SG
3/4/2010,1:00AM - 2:00AM,42.093,-72.585,PG
3/4/2010,10:00PM - 11:00PM,42.108,-72.579,PG
3/5/2010,12:00AM - 1:00AM,42.096,-72.578,PG
3/5/2010,9:00PM -10:00PM,42.087,-72.583,PG
3/5/2010,11:00PM - 12:00AM,42.092,-72.557,SG
3/6/2010,2:00AM -3:00AM,42.123,-72.569,MG
3/6/2010,2:00PM -3:00PM,42.1,-72.579,PG
3/6/2010,9:00PM-10:00PM,42.112,-72.577,PG
3/7/2010,3:00AM -4:00AM,42.115,-72.562,SG
3/7/2010,3:00AM - 4:00AM,42.098,-72.58,SG
3/7/2010,4:00AM - 5:00AM,42.099,-72.573,MG
3/7/2010,4:00AM - 5:00AM,42.099,-72.574,SG
3/7/2010,1:00PM -2:00PM,42.098,-72.571,MG
3/7/2010,1:00PM-2:00PM,42.1,-72.574,MG
3/7/2010,2:00PM -3:00PM,42.112,-72.572,PG
3/7/2010,6:00PM -7:00PM,42.098,-72.575,PG
3/7/2010,11:00PM - 12:00AM,42.099,-72.571,SG
3/8/2010,2:00AM -3:00AM,42.109,-72.574,MG
3/8/2010,5:00AM - 6:00AM,42.092,-72.59,MG
3/8/2010,5:00AM - 6:00AM,42.092,-72.589,MG
3/8/2010,8:00PM-9:00PM,42.11,-72.569,PG
3/9/2010,5:00PM-6:00PM,42.115,-72.566,SG
3/9/2010,6:00PM -7:00PM,42.11,-72.563,PG
3/9/2010,7:00PM -8:00PM,42.102,-72.578,MG
3/9/2010,8:00PM-9:00PM,42.112,-72.581,SG
3/10/2010,10:00AM - 11:00AM,42.095,-72.581,MG
3/10/2010,4:00PM -5:00PM,42.098,-72.571,PG
3/10/2010,6:00PM -7:00PM,42.09,-72.574,MG
3/10/2010,6:00PM -7:00PM,42.09,-72.574,PG
3/10/2010,6:00PM -7:00PM,42.09,-72.574,MG
3/10/2010,6:00PM-7:00PM,42.09,-72.574,PG
3/10/2010,6:00PM -7:00PM,42.09,-72.574,MG
3/10/2010,6:00PM -7:00PM,42.09,-72.574,PG
3/10/2010,12:00AM - 1:00AM,42.094,-72.581,PG
3/11/2010,5:00PM -6:00PM,42.099,-72.573,MG
3/12/2010,4:00PM -5:00PM,42.098,-72.57,PG
3/12/2010,11:00PM - 12:00AM,42.091,-72.572,MG
3/13/2010,12:00AM - 1:00AM,42.092,-72.546,MG
3/13/2010,12:00AM - 1:00AM,42.115,-72.566,MG
3/13/2010,7:00AM - 8:00AM,42.093,-72.55,PG
3/13/2010,9:00PM - 10:00PM,42.107,-72.572,PG
3/15/2010,4:00PM -5:00PM,42.1,-72.575,PG
3/16/2010,1:00AM - 2:00AM,42.1,-72.578,SG
3/16/2010,4:00PM -5:00PM,42.088,-72.563,PG
3/16/2010,8:00PM-9:00PM,42.116,-72.563,PG
3/16/2010,8:00PM -9:00PM,42.116,-72.563,PG
3/16/2010,11:00PM - 12:00AM,42.103,-72.56,PG
3/17/2010,1:00AM - 2:00AM,42.121,-72.58,PG
3/17/2010,1:00AM - 2:00AM,42.118,-72.581,PG
3/17/2010,10:00PM - 11:00PM,42.109,-72.571,MG
3/18/2010,1:00AM - 2:00AM,42.108,-72.571,PG
3/18/2010,4:00AM -5:00AM,42.079,-72.555,PG
3/18/2010,12:00AM - 1:00AM,42.095,-72.581,MG
3/19/2010,12:00AM - 1:00AM,42.109,-72.566,PG
3/20/2010,9:00AM - 10:00AM,42.099,-72.573,MG
3/20/2010,2:00PM -3:00PM,42.099,-72.572,MG
3/20/2010,5:00PM -6:00PM,42.116,-72.565,PG
3/20/2010,5:00PM -6:00PM,42.099,-72.573,SG
3/20/2010,9:00PM - 10:00PM,42.093,-72.571,PG
3/20/2010,11:00PM - 12:00AM,42.087,-72.553,PG
3/20/2010,12:00AM - 1:00AM,42.091,-72.57,PG
3/20/2010,12:00AM - 1:00AM,42.104,-72.581,PG
3/21/2010,1:00AM - 2:00AM,42.11,-72.564,PG
3/21/2010,4:00AM - 5:00AM,42.099,-72.573,SG
3/21/2010,5:00PM -6:00PM,42.097,-72.578,PG
3/21/2010,5:00PM -6:00PM,42.097,-72.578,PG
3/21/2010,5:00PM -6:00PM,42.094,-72.579,PG
3/22/2010,9:00AM - 10:00AM,42.099,-72.572,MG
3/22/2010,7:00PM-8:00PM,42.097,-72.578,SG
3/22/2010,7:00PM-8:00PM,42.097,-72.577,PG
3/22/2010,9:00PM - 10:00PM,42.098,-72.583,PG
3/23/2010,7:00PM-8:00PM,42.097,-72.58,PG
3/23/2010,8:00PM -9:00PM,42.097,-72.577,SG
3/23/2010,9:00PM - 10:00PM,42.096,-72.566,PG
3/24/2010,7:00PM -8:00PM,42.104,-72.56,SG
3/24/2010,7:00PM -8:00PM,42.104,-72.561,PG
3/24/2010,8:00PM -9:00PM,42.103,-72.561,PG
3/26/2010,3:00PM -4:00PM,42.099,-72.572,SG
3/26/2010,4:00PM - 5:00PM,42.099,-72.568,PG
3/26/2010,5:00PM -6:00PM,42.099,-72.568,PG
3/26/2010,7:00PM -8:00PM,42.099,-72.568,SG
3/26/2010,7:00PM -8:00PM,42.099,-72.568,PG
3/26/2010,11:00PM - 12:00AM,42.098,-72.571,SG
3/26/2010,11:00PM - 12:00AM,42.099,-72.571,MG
3/26/2010,11:00PM - 12:00AM,42.099,-72.572,PG
3/26/2010,11:00PM - 12:00AM,42.099,-72.573,PG
3/26/2010,11:00PM - 12:00AM,42.093,-72.568,MG
3/26/2010,11:00PM - 12:00AM,42.099,-72.572,MG
3/27/2010,1:00AM - 2:00AM,42.095,-72.563,MG
3/27/2010,1:00AM - 2:00AM,42.095,-72.563,PG
3/27/2010,1:00AM - 2:00AM,42.096,-72.563,PG
3/27/2010,2:00AM -3:00AM,42.113,-72.573,SG
3/27/2010,3:00PM -4:00PM,42.099,-72.568,MG
3/27/2010,4:00PM -5:00PM,42.099,-72.568,MG
3/27/2010,10:00PM-11:00PM,42.099,-72.56,SG
3/28/2010,2:00AM -3:00AM,42.109,-72.556,PG
3/29/2010,8:00PM -9:00PM,42.111,-72.575,PG
3/31/2010,5:00PM -6:00PM,42.1,-72.572,MG
3/31/2010,8:00PM -9:00PM,42.095,-72.578,PG
3/31/2010,9:00PM - 10:00PM,42.099,-72.573,SG
4/1/2010,8:00PM -9:00PM,42.11,-72.574,PG
4/2/2010,6:00PM -7:00PM,42.102,-72.567,PG
4/2/2010,6:00PM -7:00PM,42.095,-72.558,SG
4/2/2010,8:00PM -9:00PM,42.089,-72.558,SG
4/2/2010,8:00PM -9:00PM,42.104,-72.581,PG
4/2/2010,8:00PM -9:00PM,42.089,-72.562,SG
4/2/2010,10:00PM - 11:00PM,42.094,-72.561,PG
4/3/2010,2:00AM -3:00AM,42.096,-72.561,MG
4/3/2010,4:00AM -5:00AM,42.098,-72.564,SG
4/3/2010,5:00AM - 6:00AM,42.098,-72.573,MG
4/3/2010,12:00PM - 1:00PM,42.094,-72.558,PG
4/3/2010,6:00PM -7:00PM,42.105,-72.568,PG
4/3/2010,10:00PM - 11:00PM,42.1,-72.559,PG
4/4/2010,2:00AM -3:00AM,42.096,-72.586,PG
4/4/2010,2:00AM -3:00AM,42.087,-72.581,PG
4/4/2010,12:00PM - 1:00PM,42.099,-72.569,MG
4/4/2010,6:00PM -7:00PM,42.101,-72.581,PG
4/4/2010,8:00PM -9:00PM,42.099,-72.572,SG
4/5/2010,4:00AM - 5:00AM,42.098,-72.562,SG
4/5/2010,6:00PM -7:00PM,42.087,-72.569,PG
4/5/2010,9:00PM - 10:00PM,42.095,-72.571,PG
4/6/2010,6:00PM -7:00PM,42.096,-72.585,SG
4/6/2010,10:00PM - 11:00PM,42.115,-72.564,MG
4/7/2010,8:00PM -9:00PM,42.116,-72.563,PG
4/7/2010,10:00PM - 11:00PM,42.09,-72.567,SG
4/8/2010,1:00AM - 2:00AM,42.109,-72.564,PG
4/8/2010,1:00PM -2:00PM,42.09,-72.567,PG
4/8/2010,1:00PM -2:00PM,42.09,-72.567,PG
4/8/2010,1:00PM-2:00PM,42.089,-72.568,PG
4/8/2010,8:00PM -9:00PM,42.089,-72.566,PG
4/8/2010,9:00PM - 10:00PM,42.112,-72.553,PG
4/9/2010,3:00AM -4:00AM,42.098,-72.563,MG
4/9/2010,4:00AM -5:00AM,42.097,-72.579,MG
4/10/2010,8:00PM-9:00PM,42.09,-72.567,PG
4/10/2010,8:00PM-9:00PM,42.09,-72.567,PG
4/11/2010,3:00AM -4:00AM,42.087,-72.579,PG
4/11/2010,3:00AM -4:00AM,42.087,-72.579,MG
4/11/2010,3:00AM -4:00AM,42.088,-72.579,PG
4/11/2010,6:00PM -7:00PM,42.104,-72.568,SG
4/11/2010,8:00PM -9:00PM,42.09,-72.567,PG
4/11/2010,9:00PM - 10:00PM,42.09,-72.567,PG
4/12/2010,3:00AM -4:00AM,42.099,-72.564,SG
4/12/2010,6:00PM -7:00PM,42.098,-72.582,MG
4/13/2010,3:00PM -4:00PM,42.089,-72.559,PG
4/13/2010,3:00PM -4:00PM,42.087,-72.569,MG
4/13/2010,7:00PM -8:00PM,42.092,-72.584,SG
4/15/2010,6:00PM -7:00PM,42.092,-72.56,MG
4/15/2010,10:00PM - 11:00PM,42.093,-72.56,PG
4/17/2010,2:00AM -3:00AM,42.107,-72.579,PG
4/17/2010,12:00AM - 1:00AM,42.1,-72.586,PG
4/17/2010,12:00AM - 1:00AM,42.1,-72.586,PG
4/18/2010,1:00AM - 2:00AM,42.095,-72.58,PG
4/19/2010,8:00PM-9:00PM,42.088,-72.569,MG
4/21/2010,4:00PM -5:00PM,42.101,-72.578,PG
4/21/2010,7:00PM -8:00PM,42.115,-72.561,MG
4/22/2010,10:00PM - 11:00PM,42.112,-72.575,PG
4/23/2010,12:00PM -1:00PM,42.1,-72.578,PG
4/24/2010,2:00AM -3:00AM,42.121,-72.581,PG
4/24/2010,2:00AM -3:00AM,42.106,-72.565,SG
4/24/2010,4:00AM -5:00AM,42.102,-72.577,PG
4/24/2010,6:00PM -7:00PM,42.101,-72.568,PG
4/25/2010,4:00AM - 5:00AM,42.094,-72.579,MG
4/25/2010,4:00AM - 5:00AM,42.094,-72.579,PG
4/25/2010,9:00PM - 10:00PM,42.098,-72.573,PG
4/26/2010,10:00PM - 11:00PM,42.105,-72.566,MG
4/28/2010,10:00PM - 11:00PM,42.103,-72.562,PG
4/29/2010,2:00AM -3:00AM,42.087,-72.566,SG
4/30/2010,2:00AM -3:00AM,42.101,-72.599,PG
4/30/2010,9:00PM - 10:00PM,42.108,-72.571,PG
4/30/2010,10:00PM - 11:00PM,42.096,-72.579,PG
5/1/2010,5:00AM - 6:00AM,42.116,-72.587,PG
5/1/2010,11:00PM - 12:00AM,42.113,-72.547,PG
5/1/2010,11:00PM - 12:00AM,42.114,-72.546,PG
5/2/2010,2:00AM -3:00AM,42.09,-72.574,PG
5/2/2010,2:00AM -3:00AM,42.091,-72.574,PG
5/2/2010,7:00PM -8:00PM,42.1,-72.559,SG
5/2/2010,10:00PM - 11:00PM,42.097,-72.582,PG
5/3/2010,1:00AM - 2:00AM,42.112,-72.558,MG
5/3/2010,10:00PM - 11:00PM,42.11,-72.561,PG
5/4/2010,3:00PM -4:00PM,42.099,-72.574,SG
5/4/2010,9:00PM - 10:00PM,42.082,-72.59,PG
5/4/2010,9:00PM - 10:00PM,42.116,-72.588,SG
5/4/2010,9:00PM - 10:00PM,42.112,-72.584,SG
5/4/2010,9:00PM - 10:00PM,42.116,-72.588,PG
5/4/2010,9:00PM - 10:00PM,42.116,-72.588,PG
5/4/2010,10:00PM-11:00PM,42.11,-72.594,SG
5/5/2010,9:00PM - 10:00PM,42.112,-72.562,MG
5/5/2010,9:00PM - 10:00PM,42.112,-72.561,PG
5/5/2010,9:00PM - 10:00PM,42.112,-72.562,MG
5/5/2010,11:00PM - 12:00AM,42.084,-72.558,PG
5/6/2010,11:00PM - 12:00AM,42.098,-72.583,SG
5/7/2010,3:00AM -4:00AM,42.098,-72.566,SG
5/7/2010,3:00AM -4:00AM,42.092,-72.582,SG
5/7/2010,9:00PM - 10:00PM,42.093,-72.565,SG
5/7/2010,9:00PM - 10:00PM,42.092,-72.571,PG
5/8/2010,12:00AM - 1:00AM,42.113,-72.559,PG
5/8/2010,11:00PM - 12:00AM,42.1,-72.57,PG
5/9/2010,8:00PM - 9:00PM,42.1,-72.57,MG
5/9/2010,9:00PM - 10:00PM,42.1,-72.57,PG
5/9/2010,9:00PM - 10:00PM,42.094,-72.572,PG
5/9/2010,9:00PM - 10:00PM,42.1,-72.573,MG
5/10/2010,1:00AM - 2:00AM,42.113,-72.573,MG
5/10/2010,1:00AM - 2:00AM,42.107,-72.572,PG
5/10/2010,3:00AM -4:00AM,42.105,-72.581,MG
5/10/2010,3:00AM -4:00AM,42.103,-72.578,PG
5/10/2010,3:00AM - 4:00AM,42.102,-72.577,PG
5/10/2010,8:00PM-9:00PM,42.094,-72.569,MG
5/10/2010,8:00PM -9:00PM,42.098,-72.58,MG
5/10/2010,9:00PM - 10:00PM,42.1,-72.567,PG
5/10/2010,11:00PM - 12:00AM,42.105,-72.581,MG
5/11/2010,11:00AM - 12:00PM,42.097,-72.573,PG
