Date,Time Range,Latitude,Longitude,Incident Type,Round Count
6/21/2017,12:00AM-1:00AM,42.263,-71.771,PG,(=/>1)
6/25/2017,3:00AM-4:00AM,42.256,-71.821,SG,(=/>1)
9/2/2017,5:00PM-6:00PM,42.248,-71.814,PG,(=/>1)
9/6/2017,3:00AM-4:00AM,42.253,-71.778,SG,(=/>1)
9/8/2017,2:00AM-3:00AM,42.255,-71.793,MG,(=/>1)
9/8/2017,3:00AM-4:00AM,42.253,-71.81,PG,(=/>1)
9/10/2017,2:00AM-3:00AM,42.258,-71.787,PG,(=/>1)
9/10/2017,2:00AM-3:00AM,42.256,-71.818,SG,(=/>1)
9/12/2017,12:00AM-1:00AM,42.269,-71.785,PG,(=/>1)
9/17/2017,2:00AM-3:00AM,42.266,-71.813,MG,(=/>1)
9/22/2017,8:00PM-9:00PM,42.274,-71.788,SG,(=/>1)
9/23/2017,11:00PM-12:00AM,"42,243",-71.794,MG,(=/>1)
9/24/2017,10:00PM-11:00PM,42.265,-71.772,PG,(=/>1)
9/28/2017,10:00PM-11:00PM,42.253,-71.832,MG,(=/>1)
10/4/2017,6:00PM-7:00PM,42.261,-71.818,MG,(=/>1)
10/10/2017,3:00AM-4:00AM,42.269,-71.788,PG,(=/>1)
10/12/2017,5:00PM-6:00PM,42.251,-71.815,PG,(=/>1)
10/14/2017,8:00AM-9:00AM,42.248,-71.818,PG,(=/>1)
10/21/2017,7:00AM-8:00AM,42.258,-71.823,SG,(=/>1)
10/21/2017,12:00AM-1:00AM,42.248,-71.815,PG,(=/>1)
10/21/2017,12:00AM-1:00AM,42.245,-71.817,MG,(=/>1)
10/22/2017,2:00AM-3:00AM,42.253,-71.808,PG,(=/>1)
10/22/2017,2:00AM-3:00AM,42.261,-71.795,PG,(=/>1)
10/25/2017,5:00AM-6:00AM,42.241,-71.792,SG,(=/>1)
10/26/2017,1:00AM-2:00AM,42.257,-71.809,MG,(=/>1)
10/26/2017,3:00PM-4:00PM,42.26,-71.784,PG,(=/>1)
10/30/2017,9:00PM-10:00PM,42.256,-71.824,PG,(=/>1)
10/30/2017,10:00PM-11:00PM,42.254,-71.785,MG,(=/>1)
11/4/2017,4:00AM-5:00AM,42.265,-71.808,PG,(=/>1)
11/19/2017,12:00AM-1:00AM,42.242,-71.795,SG,(=/>1)
11/21/2017,1:00AM-2:00AM,42.247,-71.818,SG,(=/>1)
11/23/2017,3:00AM-4:00AM,42.265,-71.787,PG,(=/>1)
12/2/2017,2:00AM-3:00AM,42.265,-71.788,SG,(=/>1)
12/3/2017,4:00AM-5:00AM,42.269,-71.792,MG,(=/>1)
12/8/2017,3:00AM-4:00AM,42.259,-71.817,MG,(=/>1)
12/11/2017,5:00AM-6:00AM,42.263,-71.803,MG,(=/>1)
12/25/2017,1:00AM-2:00AM,42.257,-71.816,SG,(=/>1)
12/25/2017,2:00AM-3:00AM,42.245,-71.803,MG,(=/>1)
12/31/2017,12:00AM-1:00AM,42.244,-71.794,MG,(=/>1)
1/3/2018,2:00AM-3:00AM,42.254,-71.786,MG,(=/>1)
1/11/2018,8:00PM-9:00PM,42.244,-71.815,PG,(=/>1)
1/12/2018,2:00AM-3:00AM,42.244,-71.815,PG,(=/>1)
1/14/2018,4:00PM-5:00PM,42.264,-71.82,SG,(=/>1)
1/26/2018,11:00PM-12:00AM,42.246,-71.782,MG,(=/>1)
1/28/2018,5:00AM-6:00AM,42.254,-71.827,MG,(=/>1)
1/28/2018,5:00AM-6:00AM,42.254,-71.825,MG,(=/>1)
2/8/2018,9:00PM-10:00PM,42.25,-71.832,SG,(=/>1)
2/9/2018,2:00AM-3:00AM,42.255,-71.807,MG,(=/>1)
5/19/2018,12:00AM-1:00AM,42.267,-71.812,SG,(=/>1)
5/19/2018,9:00PM-10:00PM,42.248,-71.778,SG,(=/>1)
5/23/2018,1:00PM-2:00PM,42.246,-71.791,MG,(=/>1)
5/25/2018,1:00AM-2:00AM,42.278,-71.796,SG,(=/>1)
5/27/2018,2:00PM-3:00PM,42.27,-71.816,MG,(=/>1)
5/27/2018,2:00PM-3:00PM,42.27,-71.816,MG,(=/>1)
5/28/2018,7:00PM-8:00PM,42.27,-71.792,PG,(=/>1)
5/28/2018,9:00PM-10:00PM,42.257,-71.823,MG,(=/>1)
5/30/2018,12:00AM-1:00AM,42.232,-71.807,MG,(=/>1)
5/31/2018,8:00PM-9:00PM,42.258,-71.822,PG,(=/>1)
6/1/2018,10:00PM-11:00PM,42.239,-71.792,SG,(=/>1)
6/2/2018,8:00PM-9:00PM,42.273,-71.798,SG,(=/>1)
6/7/2018,9:00PM-10:00PM,42.253,-71.828,PG,(=/>1)
6/8/2018,3:00AM-4:00AM,42.259,-71.786,MG,(=/>1)
6/10/2018,7:00PM-8:00PM,42.269,-71.77,PG,(=/>1)
6/10/2018,12:00AM-1:00AM,42.251,-71.773,MG,(=/>1)
6/11/2018,10:00PM-11:00PM,42.263,-71.81,MG,(=/>1)
6/16/2018,1:00AM-2:00AM,42.252,-71.834,SG,(=/>1)
6/16/2018,9:00PM-10:00PM,42.239,-71.795,PG,(=/>1)
6/17/2018,2:00AM-3:00AM,42.258,-71.814,MG,(=/>1)
6/18/2018,11:00PM-12:00AM,42.265,-71.793,MG,(=/>1)
6/21/2018,12:00AM-1:00AM,42.264,-71.791,PG,(=/>1)
6/21/2018,7:00PM-8:00PM,42.251,-71.781,MG,(=/>1)
6/24/2018,9:00PM-10:00PM,42.252,-71.79,SG,(=/>1)
6/30/2018,2:00AM-3:00AM,42.251,-71.778,SG,(=/>1)
7/1/2018,4:00AM-5:00AM,42.258,-71.812,MG,(=/>1)
7/1/2018,4:00AM-5:00AM,42.259,-71.824,MG,(=/>1)
7/2/2018,12:00AM-1:00AM,42.267,-71.786,MG,(=/>1)
7/4/2018,12:00AM-1:00AM,42.246,-71.817,SG,(=/>1)
7/6/2018,5:00PM-6:00PM,42.256,-71.786,SG,(=/>1)
7/11/2018,9:00PM-10:00PM,42.255,"-71,822",MG,(=/>1)
7/13/2018,4:00PM-5:00PM,42.274,-71.794,MG,(=/>1)
7/14/2018,6:00PM-7:00PM,42.258,-71.818,MG,(=/>1)
7/25/2018,11:00PM-12:00AM,42.245,-71.799,SG,(=/>1)
7/26/2018,2:00AM-3:00AM,42.253,-71.788,MG,(=/>1)
7/28/2018,11:00PM-12:00AM,42.251,-71.789,MG,(=/>1)
7/29/2018,2:00AM-3:00AM,42.245,-71.821,PG,(=/>1)
7/29/2018,2:00AM-3:00AM,42.256,-71.808,MG,(=/>1)
8/3/2018,2:00AM-3:00AM,42.26,-71.82,SG,(=/>1)
8/3/2018,11:00PM-12:00AM,42.255,-71.825,PG,(=/>1)
8/3/2018,11:00PM-12:00AM,42.255,-71.824,MG,(=/>1)
8/4/2018,7:00PM-8:00PM,42.256,-71.78,SG,(=/>1)
8/5/2018,2:00AM-3:00AM,42.263,-71.806,SG,(=/>1)
8/6/2018,5:00AM-6:00AM,42.253,-71.795,MG,(=/>1)
8/8/2018,10:00PM-11:00PM,42.254,-71.782,SG,(=/>1)
8/10/2018,9:00PM-10:00PM,42.246,-71.798,PG,(=/>1)
